10:14:05                        Запускается сервис Монитора Установки...
10:14:05                        Версия сервиса: 0x105
10:14:05                        Запускаем 'uTorrentPro_v3.6.0.47116.exe'...
10:14:05                        Монитор установки запущен
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\html.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-1GDTJ.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\imp.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-HATD5.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\inno.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-DJM88.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\instyler.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-9AJHU.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\iso.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-2UJDL.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\java.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-QSTGD.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\java.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-GODNG.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\jpeg.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-VMRP5.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\lha.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-HTQOP.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\lnk.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-M9PB2.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mbox.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-MFCBM.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mbx.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-U9M95.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mdx.xmd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-H75VN.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mdx_97.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-07J0R.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mdx_97.ivd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-G2KNJ.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mdx_w95.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-T07VL.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mdx_x95.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-N25N8.tmp
10:16:22    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mdx_xf.cvd
10:16:22    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-P8LPG.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mime.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-FDN1U.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mobmalware.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-O2PUE.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mobmalware.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-NHV84.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\mso.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-VTK0Q.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\na.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-7775G.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\nelf.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-7L7B7.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\nelf.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-87IF2.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\nsis.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-8G56H.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\objd.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-07IH1.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\orice.rvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-VOBFP.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\pdf.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-E8VSR.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\proc.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-A73UB.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\pst.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-OSM77.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\rar.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-4CFPR.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\regarch.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-GTEM6.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\regarch.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-13C03.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\regscan.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-CQKUT.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\regscan.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-54PR6.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\rpm.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-HEIJR.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\rtf.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-C5O7F.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\rup.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-9PD2P.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\rup.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-RRP9H.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\sdx.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-IEI2J.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\sdx.ivd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-NE0K7.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\sdx.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-VFEHJ.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\sfx.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-HOLUL.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\swf.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-VJC36.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\tar.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-92OA4.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\td0.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-VPGU4.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\thebat.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-MLTO9.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\tnef.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-FMUAB.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\uif.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-HIBGU.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\unpack.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-CV9F3.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\unpack.ivd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-TOIO6.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\unpack.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-2CB0R.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\update.txt
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-5STKC.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\uudecode.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-R50V9.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ve.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-R8P43.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ve.ivd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-2PV3D.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\ve.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-JN746.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\vedata.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-IQ9TD.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\viza.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-6R55P.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\wise.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-18O2P.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\xar.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-6MJK5.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\xcookies.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-9LMC8.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\xishield.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-DR9AV.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\xlmrd.cvd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-SOA3P.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\xlmrd.ivd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-ULVS1.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\z.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-FDE2I.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\zip.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\is-9745E.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\VirusGuard\Plugins\zoo.xmd
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\is-U85V2.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\uTorrent.ini
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\is-U3NNH.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\version.dll
10:16:23    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\is-JT4B1.tmp
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\MicrosoftEdgeWebView2Setup.exe
10:16:23    Создан файл         C:\Users\Public\Desktop\uTorrent.lnk
10:16:23    Создан файл         C:\ProgramData\Microsoft\Windows\Start Menu\Programs\uTorrent\uTorrent.lnk
10:16:23    Создан файл         C:\ProgramData\Microsoft\Windows\Start Menu\Programs\uTorrent\Удалить uTorrent.lnk
10:16:23    Создан ключ         HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]Inno Setup: Setup Version
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]Inno Setup: App Path
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]InstallLocation
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]Inno Setup: Icon Group
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]Inno Setup: User
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]Inno Setup: Language
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]DisplayName
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]DisplayIcon
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]UninstallString
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]UninstallDataFile
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]QuietUninstallString
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]DisplayVersion
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]Publisher
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]URLInfoAbout
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]NoModify
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]NoRepair
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]InstallDate
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]MajorVersion
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]MinorVersion
10:16:23    Уст. значения       HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent_is1\[@]EstimatedSize
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\uninstall.dat
10:16:23    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\uninstall.exe
10:16:43    Создан процесс      C:\Users\xmoon\AppData\Roaming\uTorrent\utorrent.exe
10:16:44    Процесс завершен    C:\Users\xmoon\AppData\Local\Temp\is-6C9KK.tmp\uTorrentPro_v3.6.0.47116.tmp
10:16:44    Процесс завершен    C:\Users\xmoon\Downloads\uTorrentPro_v3.6.0.47116.exe
10:16:44    Создан файл         C:\Users\xmoon\AppData\Local\Temp\utt11A8.tmp
10:16:44    Создан файл         C:\Users\xmoon\AppData\Local\Temp\utt11A8.tmp
10:16:44    Создан файл         C:\Users\xmoon\AppData\Roaming\Microsoft\Crypto\RSA\S-1-5-21-3206971196-2074547272-976281811-1001\1f91d2d17ea675d4c2c3192e241743f9_18464398-37cb-4179-839a-a9078ac07b4e
10:16:44    Создан ключ         HKEY_CURRENT_USER\Software\Classes\FalconBetaAccount
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Classes\FalconBetaAccount\[@]remote_access_client_id
10:16:44    Создан ключ         HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]DisplayIcon
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]DisplayName
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]DisplayVersion
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]UninstallString
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]InstallLocation
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]VersionMajor
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]MajorVersion
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]VersionMinor
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]MinorVersion
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]NoModify
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]NoRepair
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]URLInfoAbout
10:16:44    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\uTorrent\[@]Publisher
10:16:44    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864205.tmp
10:16:44    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864205.tmp
10:16:44    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\settings.dat.new
10:16:44    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\settings.dat.old
10:16:44    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\settings.dat
10:16:44    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\settings.dat.new
10:16:44    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\settings.dat.old
10:16:44    Переименование      C:\Users\xmoon\AppData\Roaming\uTorrent\settings.dat
10:16:44    Создан файл         C:\Users\xmoon\AppData\Local\Temp\utt12B2.tmp
10:16:44    Создан файл         C:\Users\xmoon\AppData\Local\Temp\utt12B2.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864205.tmp
10:16:45    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_BROWSER_EMULATION\[@]utorrentie.exe
10:16:45    Создан ключ         HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SCRIPTURL_MITIGATION
10:16:45    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_SCRIPTURL_MITIGATION\[@]utorrentie.exe
10:16:45    Создан ключ         HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_CROSS_DOMAIN_REDIRECT_MITIGATION
10:16:45    Уст. значения       HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_CROSS_DOMAIN_REDIRECT_MITIGATION\[@]utorrentie.exe
10:16:45    Создана папка       C:\Users\xmoon\AppData\Roaming\uTorrent\dlimagecache
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864205.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864205.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864206.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864206.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864206.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864206.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864206.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\app.1718864206.tmp
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\updates.dat
10:16:45    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\dlimagecache\C693AD3D8D75DF65D2AD1B07EFB2AED51E823E99
10:16:54    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\dlimagecache\985599F5B7544E63BC92980B47F926815070F6A9
10:16:55    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\dlimagecache\DF496916AD53A71983F670C0AB9872320BEE8E6A
10:17:06    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\dlimagecache\C11EC8D3724DC29D224AF1AC8437FAE3D11A5558
10:17:06    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\dlimagecache\A9C891426E834C969B0C1A2E1EE3722F6D7AD41A
10:17:06    Создан файл         C:\Users\xmoon\AppData\Roaming\uTorrent\dlimagecache\44B83DF6C3E37814DA3E607F82F7019BE419FD58
10:17:21    Создан процесс      C:\Users\xmoon\AppData\Roaming\uTorrent\utorrent.exe
